# measurements of the solar spectrum, taken from 
# the Base de donnees Solaire Sol website
#    http://bass2000.obspm.fr/home.php
# this is a small section of the solar spectrum
# in the optical.
#
#   lam         =    wavelength in Angstroms
#   intensity   =    intensity of spectrum in 
#                        arbitrary units
# 
# MWR 2/28/2009
#
#lam     intensity
6545   	9779
6545.002	9777
6545.004	9776
6545.006	9775
6545.008	9773
6545.01	9772
6545.012	9770
6545.014	9769
6545.016	9768
6545.018	9766
6545.02	9765
6545.022	9764
6545.024	9763
6545.026	9763
6545.028	9761
6545.03	9759
6545.032	9758
6545.034	9757
6545.036	9757
6545.038	9756
6545.04	9755
6545.042	9755
6545.044	9755
6545.046	9756
6545.048	9756
6545.05	9756
6545.052	9758
6545.054	9758
6545.056	9759
6545.058	9762
6545.06	9764
6545.062	9766
6545.064	9769
6545.066	9771
6545.068	9775
6545.07	9777
6545.072	9780
6545.074	9783
6545.076	9786
6545.078	9788
6545.08	9791
6545.082	9794
6545.084	9797
6545.086	9798
6545.088	9800
6545.09	9802
6545.092	9805
6545.094	9807
6545.096	9808
6545.098	9810
6545.1	9811
6545.102	9812
6545.104	9813
6545.106	9813
6545.108	9813
6545.11	9814
6545.112	9815
6545.114	9815
6545.116	9815
6545.118	9815
6545.12	9816
6545.122	9817
6545.124	9816
6545.126	9815
6545.128	9814
6545.13	9815
6545.132	9815
6545.134	9815
6545.136	9815
6545.138	9814
6545.14	9814
6545.142	9814
6545.144	9813
6545.146	9813
6545.148	9813
6545.15	9812
6545.152	9812
6545.154	9812
6545.156	9812
6545.158	9811
6545.16	9810
6545.162	9809
6545.164	9810
6545.166	9809
6545.168	9808
6545.17	9808
6545.172	9808
6545.174	9807
6545.176	9807
6545.178	9808
6545.18	9808
6545.182	9809
6545.184	9809
6545.186	9810
6545.188	9811
6545.19	9813
6545.192	9814
6545.194	9815
6545.196	9816
6545.198	9817
6545.2	9817
6545.202	9818
6545.204	9819
6545.206	9819
6545.208	9820
6545.21	9820
6545.212	9820
6545.214	9820
6545.216	9820
6545.218	9819
6545.22	9819
6545.222	9819
6545.224	9818
6545.226	9817
6545.228	9817
6545.23	9817
6545.232	9816
6545.234	9815
6545.236	9815
6545.238	9815
6545.24	9814
6545.242	9813
6545.244	9812
6545.246	9811
6545.248	9811
6545.25	9810
6545.252	9809
6545.254	9808
6545.256	9807
6545.258	9806
6545.26	9805
6545.262	9805
6545.264	9804
6545.266	9803
6545.268	9802
6545.27	9801
6545.272	9799
6545.274	9798
6545.276	9797
6545.278	9795
6545.28	9793
6545.282	9792
6545.284	9790
6545.286	9789
6545.288	9788
6545.29	9788
6545.292	9786
6545.294	9785
6545.296	9784
6545.298	9784
6545.3	9784
6545.302	9783
6545.304	9783
6545.306	9783
6545.308	9784
6545.31	9784
6545.312	9784
6545.314	9785
6545.316	9786
6545.318	9786
6545.32	9787
6545.322	9789
6545.324	9790
6545.326	9792
6545.328	9794
6545.33	9796
6545.332	9799
6545.334	9801
6545.336	9802
6545.338	9805
6545.34	9807
6545.342	9809
6545.344	9810
6545.346	9812
6545.348	9814
6545.35	9815
6545.352	9817
6545.354	9818
6545.356	9819
6545.358	9820
6545.36	9820
6545.362	9820
6545.364	9820
6545.366	9820
6545.368	9821
6545.37	9821
6545.372	9821
6545.374	9820
6545.376	9819
6545.378	9819
6545.38	9819
6545.382	9818
6545.384	9817
6545.386	9816
6545.388	9815
6545.39	9814
6545.392	9813
6545.394	9811
6545.396	9810
6545.398	9809
6545.4	9807
6545.402	9806
6545.404	9805
6545.406	9804
6545.408	9803
6545.41	9802
6545.412	9802
6545.414	9801
6545.416	9801
6545.418	9801
6545.42	9800
6545.422	9800
6545.424	9800
6545.426	9799
6545.428	9799
6545.43	9799
6545.432	9798
6545.434	9797
6545.436	9796
6545.438	9794
6545.44	9794
6545.442	9794
6545.444	9794
6545.446	9793
6545.448	9793
6545.45	9793
6545.452	9794
6545.454	9796
6545.456	9797
6545.458	9798
6545.46	9799
6545.462	9801
6545.464	9803
6545.466	9805
6545.468	9806
6545.47	9807
6545.472	9809
6545.474	9810
6545.476	9811
6545.478	9812
6545.48	9812
6545.482	9812
6545.484	9812
6545.486	9812
6545.488	9813
6545.49	9812
6545.492	9811
6545.494	9812
6545.496	9812
6545.498	9812
6545.5	9811
6545.502	9811
6545.504	9811
6545.506	9810
6545.508	9809
6545.51	9808
6545.512	9807
6545.514	9807
6545.516	9806
6545.518	9805
6545.52	9804
6545.522	9804
6545.524	9804
6545.526	9803
6545.528	9805
6545.53	9805
6545.532	9805
6545.534	9805
6545.536	9805
6545.538	9805
6545.54	9805
6545.542	9805
6545.544	9805
6545.546	9806
6545.548	9806
6545.55	9805
6545.552	9804
6545.554	9805
6545.556	9804
6545.558	9803
6545.56	9801
6545.562	9800
6545.564	9799
6545.566	9798
6545.568	9797
6545.57	9795
6545.572	9793
6545.574	9792
6545.576	9791
6545.578	9789
6545.58	9788
6545.582	9786
6545.584	9784
6545.586	9782
6545.588	9780
6545.59	9778
6545.592	9776
6545.594	9773
6545.596	9770
6545.598	9767
6545.6	9764
6545.602	9762
6545.604	9759
6545.606	9756
6545.608	9752
6545.61	9749
6545.612	9746
6545.614	9743
6545.616	9740
6545.618	9736
6545.62	9734
6545.622	9731
6545.624	9728
6545.626	9725
6545.628	9722
6545.63	9720
6545.632	9717
6545.634	9715
6545.636	9713
6545.638	9712
6545.64	9711
6545.642	9709
6545.644	9708
6545.646	9707
6545.648	9707
6545.65	9707
6545.652	9707
6545.654	9707
6545.656	9707
6545.658	9708
6545.66	9708
6545.662	9709
6545.664	9710
6545.666	9711
6545.668	9713
6545.67	9714
6545.672	9715
6545.674	9716
6545.676	9718
6545.678	9720
6545.68	9720
6545.682	9721
6545.684	9723
6545.686	9726
6545.688	9728
6545.69	9730
6545.692	9732
6545.694	9734
6545.696	9736
6545.698	9738
6545.7	9740
6545.702	9742
6545.704	9744
6545.706	9746
6545.708	9747
6545.71	9748
6545.712	9748
6545.714	9748
6545.716	9747
6545.718	9747
6545.72	9746
6545.722	9744
6545.724	9743
6545.726	9742
6545.728	9739
6545.73	9737
6545.732	9735
6545.734	9732
6545.736	9728
6545.738	9725
6545.74	9722
6545.742	9718
6545.744	9714
6545.746	9709
6545.748	9704
6545.75	9698
6545.752	9693
6545.754	9687
6545.756	9681
6545.758	9676
6545.76	9670
6545.762	9664
6545.764	9659
6545.766	9650
6545.768	9642
6545.77	9636
6545.772	9631
6545.774	9626
6545.776	9622
6545.778	9618
6545.78	9616
6545.782	9615
6545.784	9615
6545.786	9616
6545.788	9618
6545.79	9620
6545.792	9624
6545.794	9628
6545.796	9632
6545.798	9639
6545.8	9647
6545.802	9656
6545.804	9662
6545.806	9668
6545.808	9672
6545.81	9678
6545.812	9684
6545.814	9688
6545.816	9692
6545.818	9697
6545.82	9702
6545.822	9706
6545.824	9709
6545.826	9711
6545.828	9713
6545.83	9716
6545.832	9718
6545.834	9719
6545.836	9721
6545.838	9722
6545.84	9724
6545.842	9725
6545.844	9726
6545.846	9727
6545.848	9728
6545.85	9728
6545.852	9728
6545.854	9728
6545.856	9728
6545.858	9728
6545.86	9729
6545.862	9729
6545.864	9728
6545.866	9728
6545.868	9727
6545.87	9726
6545.872	9724
6545.874	9723
6545.876	9722
6545.878	9721
6545.88	9720
6545.882	9718
6545.884	9716
6545.886	9715
6545.888	9713
6545.89	9712
6545.892	9711
6545.894	9709
6545.896	9708
6545.898	9707
6545.9	9706
6545.902	9705
6545.904	9705
6545.906	9704
6545.908	9703
6545.91	9702
6545.912	9701
6545.914	9701
6545.916	9700
6545.918	9699
6545.92	9698
6545.922	9698
6545.924	9698
6545.926	9697
6545.928	9697
6545.93	9697
6545.932	9696
6545.934	9696
6545.936	9696
6545.938	9695
6545.94	9695
6545.942	9695
6545.944	9694
6545.946	9694
6545.948	9693
6545.95	9692
6545.952	9692
6545.954	9691
6545.956	9690
6545.958	9688
6545.96	9687
6545.962	9686
6545.964	9684
6545.966	9682
6545.968	9680
6545.97	9679
6545.972	9677
6545.974	9675
6545.976	9673
6545.978	9671
6545.98	9670
6545.982	9668
6545.984	9666
6545.986	9665
6545.988	9664
6545.99	9662
6545.992	9660
6545.994	9659
6545.996	9658
6545.998	9656
6546	9655
6546.002	9654
6546.004	9653
6546.006	9651
6546.008	9649
6546.01	9647
6546.012	9647
6546.014	9645
6546.016	9643
6546.018	9641
6546.02	9639
6546.022	9636
6546.024	9635
6546.026	9632
6546.028	9630
6546.03	9626
6546.032	9622
6546.034	9619
6546.036	9615
6546.038	9611
6546.04	9608
6546.042	9603
6546.044	9599
6546.046	9595
6546.048	9591
6546.05	9585
6546.052	9580
6546.054	9575
6546.056	9569
6546.058	9563
6546.06	9556
6546.062	9550
6546.064	9543
6546.066	9536
6546.068	9529
6546.07	9523
6546.072	9515
6546.074	9506
6546.076	9497
6546.078	9488
6546.08	9478
6546.082	9468
6546.084	9457
6546.086	9447
6546.088	9435
6546.09	9422
6546.092	9408
6546.094	9392
6546.096	9377
6546.098	9360
6546.1	9344
6546.102	9326
6546.104	9309
6546.106	9289
6546.108	9269
6546.11	9247
6546.112	9224
6546.114	9198
6546.116	9169
6546.118	9139
6546.12	9107
6546.122	9070
6546.124	9030
6546.126	8985
6546.128	8940
6546.13	8891
6546.132	8838
6546.134	8782
6546.136	8721
6546.138	8656
6546.14	8588
6546.142	8519
6546.144	8448
6546.146	8376
6546.148	8300
6546.15	8214
6546.152	8109
6546.154	8005
6546.156	7900
6546.158	7795
6546.16	7686
6546.162	7574
6546.164	7446
6546.166	7317
6546.168	7186
6546.17	7045
6546.172	6901
6546.174	6754
6546.176	6600
6546.178	6440
6546.18	6280
6546.182	6128
6546.184	5989
6546.186	5835
6546.188	5676
6546.19	5506
6546.192	5345
6546.194	5188
6546.196	5028
6546.198	4870
6546.2	4716
6546.202	4571
6546.204	4427
6546.206	4287
6546.208	4154
6546.21	4024
6546.212	3912
6546.214	3801
6546.216	3691
6546.218	3593
6546.22	3499
6546.222	3415
6546.224	3339
6546.226	3268
6546.228	3206
6546.23	3151
6546.232	3101
6546.234	3060
6546.236	3025
6546.238	3000
6546.24	2980
6546.242	2964
6546.244	2950
6546.246	2942
6546.248	2936
6546.25	2939
6546.252	2945
6546.254	2954
6546.256	2970
6546.258	2989
6546.26	3014
6546.262	3042
6546.264	3076
6546.266	3128
6546.268	3186
6546.27	3253
6546.272	3330
6546.274	3411
6546.276	3500
6546.278	3604
6546.28	3718
6546.282	3858
6546.284	4001
6546.286	4150
6546.288	4313
